sample_id,study_name,PMID,sample_accession,study_accession,bedaquiline,clofazimine,linezolid,delamanid,pretomanid
132400,battaglia2020,32907992,SRR6797489,SRP128089,NA,NA,NA,1,NA
7640-13,battaglia2020,32907992,SRR6785420,SRP128089,NA,NA,NA,0.12,NA
FD00212241,battaglia2020,32907992,SRR6896574,SRP128089,NA,NA,NA,0.03,NA
55-1222,battaglia2020,32907992,SRR6832549,SRP128089,NA,NA,NA,4,NA
MG00330472,battaglia2020,32907992,SRR6896395,SRP128089,NA,NA,NA,0.12,NA
132311,battaglia2020,32907992,SRR6797582,SRP128089,NA,NA,NA,0.004,NA
131099,battaglia2020,32907992,SRR6650401,SRP128089,NA,NA,NA,0.008,NA
132268,battaglia2020,32907992,SRR6797424,SRP128089,NA,NA,NA,0.03,NA
3543-13,battaglia2020,32907992,SRR6785339,SRP128089,NA,NA,NA,0.25,NA
11539-13,battaglia2020,32907992,SRR6484851,SRP128089,NA,NA,NA,0.008,NA
3581-13,battaglia2020,32907992,SRR6785403,SRP128089,NA,NA,NA,0.008,NA
132437,battaglia2020,32907992,SRR6797750,SRP128089,NA,NA,NA,0.5,NA
TRL0038206,battaglia2020,32907992,SRR6982330,SRP128089,NA,NA,NA,0.004,NA
131626,battaglia2020,32907992,SRR6650295,SRP128089,NA,NA,NA,0.03,NA
11571-13,battaglia2020,32907992,SRR6484876,SRP128089,NA,NA,NA,0.004,NA
11518-13,battaglia2020,32907992,SRR6484906,SRP128089,NA,NA,NA,0.008,NA
BF01344988,battaglia2020,32907992,SRR6855955,SRP128089,NA,NA,NA,0.008,NA
130679,battaglia2020,32907992,SRR6964635,SRP128089,NA,NA,NA,0.06,NA
GH00363341,battaglia2020,32907992,SRR6896562,SRP128089,NA,NA,NA,0.004,NA
5539-13,battaglia2020,32907992,SRR6785491,SRP128089,NA,NA,NA,0.008,NA
131552,battaglia2020,32907992,SRR6650341,SRP128089,NA,NA,NA,0.015,NA
1183-13,battaglia2020,32907992,SRR6484903,SRP128089,NA,NA,NA,0.03,NA
140255,battaglia2020,32907992,SRR6797428,SRP128089,NA,NA,NA,0.12,NA
11544-13,battaglia2020,32907992,SRR6485104,SRP128089,NA,NA,NA,0.12,NA
DA00307287,battaglia2020,32907992,SRR6896487,SRP128089,NA,NA,NA,0.008,NA
132121,battaglia2020,32907992,SRR6964675,SRP128089,NA,NA,NA,0.015,NA
140243,battaglia2020,32907992,SRR6797752,SRP128089,NA,NA,NA,0.015,NA
132678,battaglia2020,32907992,SRR6797395,SRP128089,NA,NA,NA,0.008,NA
132271,battaglia2020,32907992,SRR6797871,SRP128089,NA,NA,NA,0.12,NA
140208,battaglia2020,32907992,SRR6797450,SRP128089,NA,NA,NA,0.12,NA
140127,battaglia2020,32907992,SRR6797800,SRP128089,NA,NA,NA,0.03,NA
132744,battaglia2020,32907992,SRR6797543,SRP128089,NA,NA,NA,0.25,NA
131675,battaglia2020,32907992,SRR6797502,SRP128089,NA,NA,NA,0.5,NA
140223,battaglia2020,32907992,SRR6797598,SRP128089,NA,NA,NA,0.008,NA
140063,battaglia2020,32907992,SRR6964557,SRP128089,NA,NA,NA,4,NA
1175-13,battaglia2020,32907992,SRR6484901,SRP128089,NA,NA,NA,0.06,NA
140011,battaglia2020,32907992,SRR6964567,SRP128089,NA,NA,NA,0.25,NA
131275,battaglia2020,32907992,SRR6650382,SRP128089,NA,NA,NA,0.015,NA
132408,battaglia2020,32907992,SRR6797311,SRP128089,NA,NA,NA,0.008,NA
140180,battaglia2020,32907992,SRR6797859,SRP128089,NA,NA,NA,0.004,NA
BE01408890,battaglia2020,32907992,SRR6856097,SRP128089,NA,NA,NA,0.015,NA
131183,battaglia2020,32907992,SRR6650343,SRP128089,NA,NA,NA,0.004,NA
132361,battaglia2020,32907992,SRR6797403,SRP128089,NA,NA,NA,0.008,NA
EF00237909,battaglia2020,32907992,SRR6896599,SRP128089,NA,NA,NA,0.015,NA
XTB-13-286,battaglia2020,32907992,SRR6936723,SRP128089,NA,NA,NA,0.004,NA
132712,battaglia2020,32907992,SRR6797560,SRP128089,NA,NA,NA,0.06,NA
132819,battaglia2020,32907992,SRR6797641,SRP128089,NA,NA,NA,0.015,NA
140270,battaglia2020,32907992,SRR6797865,SRP128089,NA,NA,NA,0.12,NA
132653,battaglia2020,32907992,SRR6797527,SRP128089,NA,NA,NA,0.5,NA
132358,battaglia2020,32907992,SRR6797409,SRP128089,NA,NA,NA,0.06,NA
142216,battaglia2020,32907992,SRR6797305,SRP128089,NA,NA,NA,0.03,NA
140164,battaglia2020,32907992,SRR6797679,SRP128089,NA,NA,NA,0.25,NA
CD00741689,battaglia2020,32907992,SRR6855855,SRP128089,NA,NA,NA,0.008,NA
1131-13,battaglia2020,32907992,SRR6484890,SRP128089,NA,NA,NA,0.03,NA
5514-13,battaglia2020,32907992,SRR6785545,SRP128089,NA,NA,NA,0.008,NA
130657,battaglia2020,32907992,SRR6964493,SRP128089,NA,NA,NA,0.015,NA
IK00133247,battaglia2020,32907992,SRR6896177,SRP128089,NA,NA,NA,0.015,NA
131157,battaglia2020,32907992,SRR6650106,SRP128089,NA,NA,NA,0.06,NA
BF01330889,battaglia2020,32907992,SRR6855839,SRP128089,NA,NA,NA,0.004,NA
BF01421059,battaglia2020,32907992,SRR6856020,SRP128089,NA,NA,NA,0.008,NA
DH00686932,battaglia2020,32907992,SRR6896525,SRP128089,NA,NA,NA,0.06,NA
130767,battaglia2020,32907992,SRR6964511,SRP128089,NA,NA,NA,0.03,NA
5520-13,battaglia2020,32907992,SRR6785492,SRP128089,NA,NA,NA,0.5,NA
131063,battaglia2020,32907992,SRR6650232,SRP128089,NA,NA,NA,0.12,NA
XTB-13-312,battaglia2020,32907992,SRR6936675,SRP128089,NA,NA,NA,0.004,NA
95AND3733,battaglia2020,32907992,SRR6832668,SRP128089,NA,NA,NA,0.015,NA
131078,battaglia2020,32907992,SRR6650160,SRP128089,NA,NA,NA,0.12,NA
1142-13,battaglia2020,32907992,SRR6484931,SRP128089,NA,NA,NA,0.015,NA
XTB-13-353,battaglia2020,32907992,SRR6936775,SRP128089,NA,NA,NA,0.004,NA
140154,battaglia2020,32907992,SRR6797507,SRP128089,NA,NA,NA,0.12,NA
5602-13,battaglia2020,32907992,SRR6785435,SRP128089,NA,NA,NA,0.03,NA
131692,battaglia2020,32907992,SRR6797762,SRP128089,NA,NA,NA,0.015,NA
132416,battaglia2020,32907992,SRR6797326,SRP128089,NA,NA,NA,0.004,NA
132298,battaglia2020,32907992,SRR6797846,SRP128089,NA,NA,NA,0.015,NA
132411,battaglia2020,32907992,SRR6797314,SRP128089,NA,NA,NA,0.004,NA
131636,battaglia2020,32907992,SRR6650228,SRP128089,NA,NA,NA,0.03,NA
132302,battaglia2020,32907992,SRR6797849,SRP128089,NA,NA,NA,0.015,NA
132663,battaglia2020,32907992,SRR6797819,SRP128089,NA,NA,NA,0.5,NA
XTB-13-337,battaglia2020,32907992,SRR6936634,SRP128089,NA,NA,NA,0.004,NA
132306,battaglia2020,32907992,SRR6797694,SRP128089,NA,NA,NA,0.008,NA
XTB-13-410,battaglia2020,32907992,SRR6936661,SRP128089,NA,NA,NA,0.004,NA
1160-13,battaglia2020,32907992,SRR6485018,SRP128089,NA,NA,NA,0.008,NA
130769,battaglia2020,32907992,SRR6964510,SRP128089,NA,NA,NA,0.06,NA
131116,battaglia2020,32907992,SRR6650271,SRP128089,NA,NA,NA,0.03,NA
EF00222552,battaglia2020,32907992,SRR6896422,SRP128089,NA,NA,NA,0.008,NA
XTB-13-323,battaglia2020,32907992,SRR6936705,SRP128089,NA,NA,NA,0.004,NA
131638,battaglia2020,32907992,SRR6650269,SRP128089,NA,NA,NA,0.06,NA
131198,battaglia2020,32907992,SRR6650313,SRP128089,NA,NA,NA,0.25,NA
132402,battaglia2020,32907992,SRR6797487,SRP128089,NA,NA,NA,0.12,NA
132772,battaglia2020,32907992,SRR6797703,SRP128089,NA,NA,NA,0.5,NA
140129,battaglia2020,32907992,SRR6797802,SRP128089,NA,NA,NA,0.03,NA
BF01311702,battaglia2020,32907992,SRR6855760,SRP128089,NA,NA,NA,0.5,NA
BF01457875,battaglia2020,32907992,SRR6855790,SRP128089,NA,NA,NA,0.25,NA
3635-13,battaglia2020,32907992,SRR6785213,SRP128089,NA,NA,NA,0.015,NA
140260,battaglia2020,32907992,SRR6797433,SRP128089,NA,NA,NA,0.25,NA
1109-13,battaglia2020,32907992,SRR6485049,SRP128089,NA,NA,NA,0.12,NA
11450-13,battaglia2020,32907992,SRR6484840,SRP128089,NA,NA,NA,0.008,NA
11-3024,battaglia2020,32907992,SRR6832003,SRP128089,NA,NA,NA,0.25,NA
11455-13,battaglia2020,32907992,SRR6484841,SRP128089,NA,NA,NA,0.015,NA
11545-13,battaglia2020,32907992,SRR6485103,SRP128089,NA,NA,NA,0.12,NA
TRL0062205,battaglia2020,32907992,SRR6982305,SRP128089,NA,NA,NA,0.25,NA
131150,battaglia2020,32907992,SRR6650204,SRP128089,NA,NA,NA,0.008,NA
132354,battaglia2020,32907992,SRR6797405,SRP128089,NA,NA,NA,0.03,NA
131564,battaglia2020,32907992,SRR6650210,SRP128089,NA,NA,NA,0.015,NA
132284,battaglia2020,32907992,SRR6797666,SRP128089,NA,NA,NA,0.03,NA
132654,battaglia2020,32907992,SRR6797532,SRP128089,NA,NA,NA,0.25,NA
140149,battaglia2020,32907992,SRR6797345,SRP128089,NA,NA,NA,0.06,NA
132114,battaglia2020,32907992,SRR6964496,SRP128089,NA,NA,NA,0.004,NA
11418-13,battaglia2020,32907992,SRR6484930,SRP128089,NA,NA,NA,0.004,NA
131264,battaglia2020,32907992,SRR6650366,SRP128089,NA,NA,NA,0.03,NA
131140,battaglia2020,32907992,SRR6650205,SRP128089,NA,NA,NA,0.015,NA
140162,battaglia2020,32907992,SRR6797677,SRP128089,NA,NA,NA,1,NA
132756,battaglia2020,32907992,SRR6797292,SRP128089,NA,NA,NA,0.015,NA
132639,battaglia2020,32907992,SRR6797372,SRP128089,NA,NA,NA,0.008,NA
131065,battaglia2020,32907992,SRR6650126,SRP128089,NA,NA,NA,0.25,NA
site.02.subj.0001.lab.2014222001.iso.1,walker2022,35373160,ERS5298516,PRJEB41194,NA,S,S,S,NA
site.02.subj.0002.lab.2014222005.iso.1,walker2022,35373160,ERS5298518,PRJEB41194,S,S,S,S,NA
site.02.subj.0004.lab.2014222010.iso.1,walker2022,35373160,ERS5298520,PRJEB41194,S,S,S,NA,NA
site.02.subj.0005.lab.2014222011.iso.1,walker2022,35373160,ERS5298521,PRJEB41194,S,S,S,S,NA
site.02.subj.0006.lab.2014222013.iso.1,walker2022,35373160,ERS5298522,PRJEB41194,S,S,S,S,NA
site.02.subj.0007.lab.2014222016.iso.1,walker2022,35373160,ERS5298524,PRJEB41194,S,S,S,S,NA
site.02.subj.0008.lab.2014222017.iso.1,walker2022,35373160,ERS5298525,PRJEB41194,S,S,NA,S,NA
site.02.subj.0009.lab.2014222037.iso.1,walker2022,35373160,ERS5298534,PRJEB41194,S,S,S,S,NA
site.02.subj.0010.lab.2014222040.iso.1,walker2022,35373160,ERS5298536,PRJEB41194,S,S,S,S,NA
site.02.subj.0011.lab.2014222046.iso.1,walker2022,35373160,ERS5298539,PRJEB41194,S,NA,S,S,NA
site.02.subj.0012.lab.2014222053.iso.1,walker2022,35373160,ERS5298543,PRJEB41194,S,S,S,S,NA
site.02.subj.0013.lab.2014222055.iso.1,walker2022,35373160,ERS5298545,PRJEB41194,S,S,S,S,NA
site.02.subj.0015.lab.2014231003.iso.1,walker2022,35373160,ERS5298547,PRJEB41194,S,S,S,S,NA
site.02.subj.0016.lab.2014231005.iso.1,walker2022,35373160,ERS5298549,PRJEB41194,S,S,S,S,NA
site.02.subj.0017.lab.2014231009.iso.1,walker2022,35373160,ERS5298551,PRJEB41194,NA,S,S,S,NA
site.02.subj.0018.lab.2014231011.iso.1,walker2022,35373160,ERS5298553,PRJEB41194,S,S,S,S,NA
site.02.subj.0019.lab.2014231015.iso.1,walker2022,35373160,ERS5300720,PRJEB41194,S,S,S,S,NA
site.02.subj.0020.lab.2014231019.iso.1,walker2022,35373160,ERS5298556,PRJEB41194,S,S,S,S,NA
site.02.subj.0021.lab.2014232001.iso.1,walker2022,35373160,ERS5300721,PRJEB41194,S,S,S,S,NA
site.02.subj.0022.lab.2014232005.iso.1,walker2022,35373160,ERS5298558,PRJEB41194,NA,S,S,S,NA
site.02.subj.0023.lab.2014232007.iso.1,walker2022,35373160,ERS5298560,PRJEB41194,S,S,S,S,NA
site.02.subj.0024.lab.2014232009.iso.1,walker2022,35373160,ERS5298562,PRJEB41194,S,S,S,S,NA
site.02.subj.0025.lab.2014232010.iso.1,walker2022,35373160,ERS5298563,PRJEB41194,S,S,S,S,NA
site.02.subj.0026.lab.2014233007.iso.1,walker2022,35373160,ERS5298576,PRJEB41194,NA,S,S,S,NA
site.02.subj.0027.lab.2014233008.iso.1,walker2022,35373160,ERS5298577,PRJEB41194,S,S,S,S,NA
site.02.subj.0028.lab.2014233011.iso.1,walker2022,35373160,ERS5298579,PRJEB41194,S,S,NA,S,NA
site.02.subj.0029.lab.2014233012.iso.1,walker2022,35373160,ERS5298580,PRJEB41194,S,S,S,S,NA
site.02.subj.0031.lab.2014234024.iso.1,walker2022,35373160,ERS5298597,PRJEB41194,NA,NA,S,S,NA
site.02.subj.0032.lab.2014234059.iso.1,walker2022,35373160,ERS5298611,PRJEB41194,S,S,S,S,NA
site.02.subj.0033.lab.2014235050.iso.1,walker2022,35373160,ERS5298643,PRJEB41194,S,S,S,S,NA
site.02.subj.0036.lab.2014222006.iso.1,walker2022,35373160,ERS5298519,PRJEB41194,NA,S,S,S,NA
site.02.subj.0037.lab.2014251029.iso.1,walker2022,35373160,ERS5298813,PRJEB41194,S,S,S,S,NA
site.02.subj.0038.lab.2015235078.iso.1,walker2022,35373160,ERS5300827,PRJEB41194,S,S,S,S,NA
site.02.subj.0039.lab.2015235174.iso.1,walker2022,35373160,ERS5300855,PRJEB41194,S,S,S,S,NA
site.02.subj.0040.lab.2015235180.iso.1,walker2022,35373160,ERS5300859,PRJEB41194,S,S,S,S,NA
site.02.subj.0041.lab.2015235168.iso.1,walker2022,35373160,ERS5300853,PRJEB41194,NA,S,S,S,NA
site.02.subj.0042.lab.2015231006.iso.1,walker2022,35373160,ERS5300765,PRJEB41194,S,S,S,S,NA
site.02.subj.0043.lab.2015231007.iso.1,walker2022,35373160,ERS5300766,PRJEB41194,S,S,S,S,NA
site.02.subj.0044.lab.2015231009.iso.1,walker2022,35373160,ERS5300767,PRJEB41194,S,S,S,S,NA
site.02.subj.0046.lab.2015231016.iso.1,walker2022,35373160,ERS5300771,PRJEB41194,S,S,S,S,NA
site.02.subj.0047.lab.2015231017.iso.1,walker2022,35373160,ERS5300772,PRJEB41194,S,S,S,S,NA
site.02.subj.0048.lab.2015232018.iso.1,walker2022,35373160,ERS5300781,PRJEB41194,NA,S,S,S,NA
site.02.subj.0049.lab.2015232027.iso.1,walker2022,35373160,ERS5300783,PRJEB41194,S,S,S,S,NA
site.02.subj.0050.lab.2015232028.iso.1,walker2022,35373160,ERS5300784,PRJEB41194,S,S,S,S,NA
site.02.subj.0051.lab.22A001.iso.1,walker2022,35373160,ERS5298488,PRJEB41194,S,S,NA,S,NA
site.02.subj.0052.lab.22A002.iso.1,walker2022,35373160,ERS5298820,PRJEB41194,S,NA,S,S,NA
site.02.subj.0053.lab.22A003.iso.1,walker2022,35373160,ERS5300647,PRJEB41194,S,S,S,S,NA
site.02.subj.0054.lab.22A004.iso.1,walker2022,35373160,ERS5300657,PRJEB41194,S,S,S,NA,NA
site.02.subj.0055.lab.22A005.iso.1,walker2022,35373160,ERS5300668,PRJEB41194,S,S,NA,S,NA
site.02.subj.0056.lab.22A006.iso.1,walker2022,35373160,ERS5300677,PRJEB41194,S,NA,S,NA,NA
site.02.subj.0057.lab.22A007.iso.1,walker2022,35373160,ERS5300688,PRJEB41194,S,S,S,S,NA
site.02.subj.0058.lab.22A008.iso.1,walker2022,35373160,ERS5300699,PRJEB41194,S,S,NA,S,NA
site.02.subj.0059.lab.22A009.iso.1,walker2022,35373160,ERS5300709,PRJEB41194,S,S,S,S,NA
site.02.subj.0061.lab.22A011.iso.1,walker2022,35373160,ERS5298494,PRJEB41194,S,S,S,S,NA
site.02.subj.0062.lab.22A012.iso.1,walker2022,35373160,ERS5298505,PRJEB41194,S,S,S,S,NA
site.02.subj.0063.lab.22A013.iso.1,walker2022,35373160,ERS5298512,PRJEB41194,S,S,S,S,NA
site.02.subj.0064.lab.22A014.iso.1,walker2022,35373160,ERS5298513,PRJEB41194,S,S,S,S,NA
site.02.subj.0065.lab.22A015.iso.1,walker2022,35373160,ERS5300763,PRJEB41194,S,NA,S,S,NA
site.02.subj.0066.lab.22A016.iso.1,walker2022,35373160,ERS5298816,PRJEB41194,NA,NA,NA,S,NA
site.02.subj.0067.lab.22A017.iso.1,walker2022,35373160,ERS5298817,PRJEB41194,S,S,S,S,NA
site.02.subj.0068.lab.22A018.iso.1,walker2022,35373160,ERS5298818,PRJEB41194,S,NA,NA,S,NA
site.02.subj.0069.lab.22A019.iso.1,walker2022,35373160,ERS5298819,PRJEB41194,S,S,S,S,NA
site.02.subj.0070.lab.22A021.iso.1,walker2022,35373160,ERS5300583,PRJEB41194,S,S,S,S,NA
site.02.subj.0071.lab.22A022.iso.1,walker2022,35373160,ERS5300584,PRJEB41194,S,S,S,S,NA
site.02.subj.0072.lab.22A023.iso.1,walker2022,35373160,ERS5300585,PRJEB41194,S,S,S,S,NA
site.02.subj.0073.lab.22A025.iso.1,walker2022,35373160,ERS5300642,PRJEB41194,S,S,S,S,NA
site.02.subj.0074.lab.22A026.iso.1,walker2022,35373160,ERS5300643,PRJEB41194,NA,S,S,S,NA
site.02.subj.0075.lab.22A027.iso.1,walker2022,35373160,ERS5300644,PRJEB41194,S,S,S,S,NA
site.02.subj.0076.lab.22A028.iso.1,walker2022,35373160,ERS5300645,PRJEB41194,S,S,S,S,NA
site.02.subj.0077.lab.22A029.iso.1,walker2022,35373160,ERS5300646,PRJEB41194,S,S,S,S,NA
site.02.subj.0078.lab.22A030.iso.1,walker2022,35373160,ERS5300648,PRJEB41194,S,NA,S,S,NA
site.02.subj.0079.lab.22A031.iso.1,walker2022,35373160,ERS5300649,PRJEB41194,NA,S,S,S,NA
site.02.subj.0080.lab.22A020.iso.1,walker2022,35373160,ERS5298821,PRJEB41194,S,S,NA,S,NA
site.02.subj.0081.lab.22A032.iso.1,walker2022,35373160,ERS5300650,PRJEB41194,S,S,S,S,NA
site.02.subj.0082.lab.22A033.iso.1,walker2022,35373160,ERS5300651,PRJEB41194,S,S,S,S,NA
site.02.subj.0083.lab.22A034.iso.1,walker2022,35373160,ERS5300652,PRJEB41194,S,S,S,S,NA
site.02.subj.0084.lab.22A035.iso.1,walker2022,35373160,ERS5300653,PRJEB41194,S,S,S,S,NA
site.02.subj.0085.lab.22A036.iso.1,walker2022,35373160,ERS5300654,PRJEB41194,S,S,NA,S,NA
site.02.subj.0086.lab.22A038.iso.1,walker2022,35373160,ERS5300655,PRJEB41194,S,S,S,S,NA
site.02.subj.0087.lab.22A039.iso.1,walker2022,35373160,ERS5300656,PRJEB41194,S,S,S,S,NA
site.02.subj.0088.lab.22A040.iso.1,walker2022,35373160,ERS5300658,PRJEB41194,S,S,S,S,NA
site.02.subj.0089.lab.22A041.iso.1,walker2022,35373160,ERS5300659,PRJEB41194,S,S,S,S,NA
site.02.subj.0090.lab.22A042.iso.1,walker2022,35373160,ERS5300660,PRJEB41194,S,S,NA,S,NA
site.02.subj.0091.lab.22A043.iso.1,walker2022,35373160,ERS5300661,PRJEB41194,S,S,NA,S,NA
site.02.subj.0092.lab.22A044.iso.1,walker2022,35373160,ERS5300662,PRJEB41194,S,S,NA,S,NA
site.02.subj.0093.lab.22A045.iso.1,walker2022,35373160,ERS5300663,PRJEB41194,S,S,S,S,NA
site.02.subj.0094.lab.22A046.iso.1,walker2022,35373160,ERS5300664,PRJEB41194,S,S,NA,NA,NA
site.02.subj.0095.lab.22A047.iso.1,walker2022,35373160,ERS5300665,PRJEB41194,S,R,S,S,NA
site.02.subj.0096.lab.22A048.iso.1,walker2022,35373160,ERS5300666,PRJEB41194,R,NA,S,S,NA
site.02.subj.0097.lab.22A049.iso.1,walker2022,35373160,ERS5300667,PRJEB41194,S,NA,NA,S,NA
site.02.subj.0098.lab.22A050.iso.1,walker2022,35373160,ERS5300669,PRJEB41194,R,NA,S,S,NA
site.02.subj.0099.lab.22A051.iso.1,walker2022,35373160,ERS5300670,PRJEB41194,NA,S,S,S,NA
site.02.subj.0100.lab.22A052.iso.1,walker2022,35373160,ERS5300671,PRJEB41194,S,S,S,S,NA
site.02.subj.0101.lab.22A054.iso.1,walker2022,35373160,ERS5300672,PRJEB41194,S,S,S,S,NA
site.02.subj.0102.lab.22A055.iso.1,walker2022,35373160,ERS5300673,PRJEB41194,S,S,S,S,NA
site.02.subj.0103.lab.22A056.iso.1,walker2022,35373160,ERS5300674,PRJEB41194,S,S,S,S,NA
site.02.subj.0104.lab.22A057.iso.1,walker2022,35373160,ERS5300675,PRJEB41194,S,S,NA,R,NA
site.02.subj.0105.lab.22A058.iso.1,walker2022,35373160,ERS5300676,PRJEB41194,S,S,NA,S,NA
site.02.subj.0106.lab.22A060.iso.1,walker2022,35373160,ERS5300678,PRJEB41194,S,S,S,S,NA
site.02.subj.0107.lab.22A061.iso.1,walker2022,35373160,ERS5300679,PRJEB41194,NA,S,NA,S,NA
site.02.subj.0108.lab.22A062.iso.1,walker2022,35373160,ERS5300680,PRJEB41194,S,S,S,S,NA
site.02.subj.0109.lab.22A063.iso.1,walker2022,35373160,ERS5300681,PRJEB41194,S,S,S,S,NA
site.02.subj.0110.lab.22A064.iso.1,walker2022,35373160,ERS5300682,PRJEB41194,S,NA,S,S,NA
site.02.subj.0111.lab.22A065.iso.1,walker2022,35373160,ERS5300683,PRJEB41194,S,S,NA,S,NA
site.02.subj.0112.lab.22A066.iso.1,walker2022,35373160,ERS5300684,PRJEB41194,S,S,NA,S,NA
site.02.subj.0113.lab.22A067.iso.1,walker2022,35373160,ERS5300685,PRJEB41194,NA,S,NA,S,NA
site.02.subj.0114.lab.22A068.iso.1,walker2022,35373160,ERS5300686,PRJEB41194,S,S,S,S,NA
site.02.subj.0115.lab.22A069.iso.1,walker2022,35373160,ERS5300687,PRJEB41194,S,S,NA,S,NA
site.02.subj.0116.lab.22A070.iso.1,walker2022,35373160,ERS5300689,PRJEB41194,S,R,S,S,NA
site.02.subj.0117.lab.22A071.iso.1,walker2022,35373160,ERS5300690,PRJEB41194,S,S,S,NA,NA
site.02.subj.0118.lab.22A072.iso.1,walker2022,35373160,ERS5300691,PRJEB41194,S,S,S,S,NA
site.02.subj.0119.lab.22A073.iso.1,walker2022,35373160,ERS5300692,PRJEB41194,S,R,NA,S,NA
site.02.subj.0120.lab.22A074.iso.1,walker2022,35373160,ERS5300693,PRJEB41194,S,NA,NA,NA,NA
site.02.subj.0121.lab.22A075.iso.1,walker2022,35373160,ERS5300694,PRJEB41194,S,NA,NA,S,NA
site.02.subj.0122.lab.22A076.iso.1,walker2022,35373160,ERS5300695,PRJEB41194,S,R,S,S,NA
site.02.subj.0123.lab.22A077.iso.1,walker2022,35373160,ERS5300696,PRJEB41194,S,NA,NA,S,NA
site.02.subj.0124.lab.22A078.iso.1,walker2022,35373160,ERS5300697,PRJEB41194,S,S,S,NA,NA
site.02.subj.0125.lab.22A079.iso.1,walker2022,35373160,ERS5300698,PRJEB41194,S,R,S,S,NA
site.02.subj.0126.lab.22A080.iso.1,walker2022,35373160,ERS5300700,PRJEB41194,S,R,S,S,NA
site.02.subj.0127.lab.22A082.iso.1,walker2022,35373160,ERS5300701,PRJEB41194,S,S,S,S,NA
site.02.subj.0129.lab.22A084.iso.1,walker2022,35373160,ERS5300703,PRJEB41194,S,S,S,S,NA
site.02.subj.0130.lab.22A085.iso.1,walker2022,35373160,ERS5300704,PRJEB41194,S,S,NA,S,NA
site.02.subj.0131.lab.22A086.iso.1,walker2022,35373160,ERS5300705,PRJEB41194,S,S,NA,S,NA
site.02.subj.0132.lab.22A087.iso.1,walker2022,35373160,ERS5300706,PRJEB41194,NA,NA,S,S,NA
site.02.subj.0133.lab.22A088.iso.1,walker2022,35373160,ERS5300707,PRJEB41194,S,S,S,NA,NA
site.02.subj.0134.lab.22A089.iso.1,walker2022,35373160,ERS5300708,PRJEB41194,S,S,S,S,NA
site.02.subj.0135.lab.22A090.iso.1,walker2022,35373160,ERS5300710,PRJEB41194,S,S,S,S,NA
site.02.subj.0136.lab.22A091.iso.1,walker2022,35373160,ERS5300711,PRJEB41194,S,S,NA,S,NA
site.02.subj.0137.lab.22A093.iso.1,walker2022,35373160,ERS5300712,PRJEB41194,S,S,S,S,NA
site.02.subj.0138.lab.22A094.iso.1,walker2022,35373160,ERS5300713,PRJEB41194,S,S,S,S,NA
site.02.subj.0139.lab.22A095.iso.1,walker2022,35373160,ERS5300714,PRJEB41194,S,NA,S,S,NA
site.02.subj.0140.lab.22A096.iso.1,walker2022,35373160,ERS5300715,PRJEB41194,NA,NA,NA,S,NA
site.02.subj.0141.lab.2013232142.iso.1,walker2022,35373160,ERS5300616,PRJEB41194,S,S,NA,S,NA
site.02.subj.0142.lab.2013232136.iso.1,walker2022,35373160,ERS5300615,PRJEB41194,S,S,S,S,NA
site.02.subj.0143.lab.2013232134.iso.1,walker2022,35373160,ERS5300614,PRJEB41194,S,NA,S,S,NA
site.02.subj.0144.lab.2013232128.iso.1,walker2022,35373160,ERS5300613,PRJEB41194,S,NA,S,S,NA
site.02.subj.0145.lab.2013232124.iso.1,walker2022,35373160,ERS5300612,PRJEB41194,S,S,S,S,NA
site.02.subj.0146.lab.2013232121.iso.1,walker2022,35373160,ERS5300611,PRJEB41194,S,S,S,S,NA
site.02.subj.0147.lab.2013232118.iso.1,walker2022,35373160,ERS5300610,PRJEB41194,S,S,NA,S,NA
site.02.subj.0148.lab.2013232067.iso.1,walker2022,35373160,ERS5300609,PRJEB41194,S,S,S,S,NA
site.02.subj.0149.lab.2013232062.iso.1,walker2022,35373160,ERS5300608,PRJEB41194,S,S,S,S,NA
site.02.subj.0150.lab.2013232061.iso.1,walker2022,35373160,ERS5300607,PRJEB41194,S,S,S,S,NA
site.02.subj.0151.lab.2013232055.iso.1,walker2022,35373160,ERS5300606,PRJEB41194,S,S,S,S,NA
site.02.subj.0152.lab.2013232054.iso.1,walker2022,35373160,ERS5300605,PRJEB41194,S,S,S,S,NA
site.02.subj.0153.lab.2013232053.iso.1,walker2022,35373160,ERS5300604,PRJEB41194,S,S,S,S,NA
site.02.subj.0154.lab.2013232052.iso.1,walker2022,35373160,ERS5300603,PRJEB41194,NA,NA,NA,S,NA
site.02.subj.0155.lab.2013232045.iso.1,walker2022,35373160,ERS5300601,PRJEB41194,S,S,NA,S,NA
site.02.subj.0156.lab.2013232044.iso.1,walker2022,35373160,ERS5300600,PRJEB41194,S,S,S,S,NA
site.02.subj.0157.lab.2013232029.iso.1,walker2022,35373160,ERS5300599,PRJEB41194,S,NA,S,S,NA
site.02.subj.0158.lab.2013232028.iso.1,walker2022,35373160,ERS5300598,PRJEB41194,S,S,S,S,NA
site.02.subj.0159.lab.2013232027.iso.1,walker2022,35373160,ERS5300597,PRJEB41194,S,NA,S,S,NA
site.02.subj.0160.lab.2013232023.iso.1,walker2022,35373160,ERS5300596,PRJEB41194,S,S,S,S,NA
site.02.subj.0161.lab.2013232021.iso.1,walker2022,35373160,ERS5300595,PRJEB41194,S,S,S,S,NA
